subject,sub_index,cluster
5,0,1.0
6,1,0.0
7,2,0.0
8,3,0.0
9,4,0.0
10,5,0.0
11,6,0.0
12,7,1.0
13,8,1.0
14,9,0.0
15,10,1.0
17,11,0.0
19,12,1.0
22,13,1.0
23,14,1.0
24,15,1.0
25,16,1.0
26,17,0.0
27,18,1.0
28,19,0.0
29,20,0.0
30,21,0.0
31,22,0.0
32,23,0.0
33,24,0.0
35,25,0.0
36,26,1.0
38,27,1.0
39,28,1.0
40,29,0.0
41,30,0.0
42,31,0.0
43,32,1.0
44,33,0.0
45,34,1.0
46,35,1.0
47,36,0.0
48,37,1.0
49,38,0.0
50,39,0.0
51,40,0.0
52,41,0.0
53,42,0.0
54,43,0.0
55,44,0.0
56,45,1.0
57,46,0.0
58,47,1.0
59,48,0.0
60,49,1.0
61,50,1.0
62,51,0.0
63,52,0.0
64,53,1.0
66,54,1.0
67,55,0.0
69,56,1.0
70,57,1.0
71,58,0.0
73,59,0.0
74,60,0.0
75,61,1.0
76,62,0.0
78,63,0.0
79,64,0.0
80,65,0.0
81,66,0.0
82,67,0.0
83,68,0.0
84,69,0.0
85,70,0.0
86,71,0.0
87,72,0.0
88,73,0.0
89,74,1.0
90,75,0.0
91,76,1.0
92,77,1.0
93,78,0.0
94,79,0.0
95,80,0.0
96,81,0.0
97,82,1.0
98,83,0.0
99,84,0.0
100,85,1.0
101,86,1.0
102,87,1.0
103,88,0.0
104,89,0.0
105,90,0.0
106,91,1.0
107,92,0.0
108,93,1.0
