subject,sub_index,cluster
5,0,0.0
6,1,1.0
7,2,1.0
8,3,0.0
9,4,0.0
11,5,0.0
12,6,1.0
13,7,0.0
14,8,1.0
16,9,0.0
17,10,0.0
19,11,0.0
23,12,0.0
24,13,0.0
25,14,0.0
26,15,1.0
27,16,0.0
28,17,1.0
29,18,1.0
30,19,1.0
31,20,1.0
32,21,0.0
33,22,1.0
35,23,1.0
36,24,1.0
38,25,1.0
39,26,0.0
40,27,1.0
41,28,1.0
42,29,1.0
43,30,1.0
44,31,0.0
45,32,0.0
46,33,0.0
47,34,1.0
48,35,1.0
49,36,1.0
50,37,1.0
51,38,0.0
52,39,0.0
53,40,1.0
54,41,0.0
55,42,1.0
56,43,1.0
57,44,1.0
58,45,1.0
60,46,0.0
61,47,0.0
62,48,0.0
63,49,0.0
64,50,1.0
66,51,1.0
67,52,1.0
68,53,1.0
69,54,0.0
71,55,1.0
73,56,0.0
74,57,1.0
75,58,1.0
76,59,0.0
78,60,1.0
79,61,0.0
81,62,0.0
82,63,0.0
83,64,1.0
84,65,1.0
85,66,1.0
86,67,1.0
88,68,0.0
89,69,0.0
90,70,0.0
91,71,1.0
92,72,0.0
94,73,1.0
95,74,1.0
96,75,0.0
97,76,1.0
99,77,1.0
100,78,1.0
101,79,0.0
102,80,0.0
103,81,1.0
104,82,1.0
105,83,1.0
107,84,0.0
108,85,1.0
