subject,sub_index,cluster
5,0,0.0
6,1,1.0
7,2,1.0
8,3,0.0
9,4,1.0
10,5,1.0
11,6,1.0
12,7,1.0
13,8,1.0
14,9,1.0
15,10,1.0
16,11,0.0
17,12,1.0
19,13,1.0
22,14,1.0
23,15,1.0
24,16,0.0
25,17,1.0
26,18,1.0
27,19,1.0
28,20,1.0
29,21,1.0
30,22,1.0
31,23,1.0
32,24,1.0
33,25,1.0
35,26,1.0
36,27,0.0
38,28,0.0
39,29,0.0
40,30,1.0
41,31,1.0
42,32,1.0
43,33,1.0
44,34,0.0
45,35,1.0
46,36,1.0
47,37,1.0
48,38,0.0
49,39,1.0
50,40,1.0
51,41,0.0
52,42,1.0
53,43,1.0
54,44,1.0
55,45,1.0
56,46,0.0
57,47,1.0
58,48,0.0
59,49,0.0
60,50,1.0
61,51,1.0
62,52,0.0
63,53,1.0
64,54,1.0
66,55,0.0
67,56,1.0
68,57,1.0
69,58,1.0
70,59,1.0
71,60,0.0
73,61,1.0
74,62,0.0
75,63,1.0
76,64,0.0
78,65,1.0
79,66,0.0
80,67,1.0
81,68,1.0
82,69,1.0
83,70,0.0
84,71,1.0
85,72,1.0
86,73,0.0
87,74,0.0
88,75,1.0
89,76,1.0
90,77,0.0
91,78,0.0
93,79,0.0
94,80,1.0
95,81,0.0
96,82,0.0
97,83,0.0
98,84,0.0
99,85,1.0
100,86,1.0
101,87,0.0
102,88,0.0
103,89,1.0
104,90,1.0
105,91,0.0
106,92,1.0
107,93,1.0
108,94,1.0
